0	0	0	1
1	1	0	2
2	16	1	2
3	3	3	4
4	18	3	4
5	5	5	6
6	20	5	6
7	7	7	8
8	8	7	9
9	9	8	10
10	10	9	11
11	25	10	11
12	26	12	13
13	27	12	13
14	14	14	15
15	15	14	16
2	16	15	17
17	31	16	17
4	32	18	19
19	33	18	19
6	34	19	20
21	21	21	22
22	36	21	23
23	37	22	24
24	24	23	25
11	25	24	26
12	40	25	27
13	41	26	27
28	42	28	29
29	43	28	30
30	44	29	30
17	31	31	32
18	32	31	32
19	47	33	33
20	48	34	34
35	49	35	35
22	50	36	36
23	51	37	38
38	52	37	39
39	53	38	40
26	40	39	41
27	41	40	41
28	56	42	42
29	57	43	43
30	44	44	45
45	45	44	46
46	46	45	47
33	61	46	47
34	62	48	49
35	49	48	50
36	64	49	51
37	65	50	51
38	66	52	52
39	53	53	54
54	68	53	55
55	69	54	55
42	70	56	56
43	57	57	58
58	58	57	59
59	59	58	60
60	74	59	60
47	61	61	61
48	76	62	63
63	63	62	63
50	78	64	64
51	79	65	65
52	66	66	67
67	81	66	67
54	68	68	69
55	69	68	69
56	84	70	71
71	71	70	72
72	72	71	72
73	87	73	73
60	74	74	75
75	75	74	75
62	76	76	77
77	77	76	77
64	92	78	78
65	93	79	79
80	94	80	80
67	95	81	81
82	82	82	83
83	97	82	83
70	98	84	84
85	99	85	85
86	100	86	86
73	87	87	88
88	102	87	89
89	89	88	90
90	90	89	91
91	91	90	91
78	106	92	92
79	107	93	93
80	108	94	94
81	109	95	95
96	96	96	97
83	111	96	97
84	112	98	99
85	113	98	99
86	114	100	100
101	115	101	102
88	102	101	102
103	117	103	104
104	104	103	104
105	105	105	106
92	106	105	106
93	121	107	107
94	122	108	108
95	109	109	110
110	110	109	111
97	125	110	111
98	126	112	112
99	127	113	114
100	114	113	115
101	129	114	115
116	130	116	116
103	131	117	117
118	132	118	119
119	119	118	120
120	134	119	120
107	135	121	121
108	136	122	122
123	137	123	124
124	124	123	125
111	139	124	125
112	140	126	126
113	141	127	128
128	128	127	128
115	143	129	129
116	130	130	131
117	131	130	132
118	146	131	132
133	147	133	134
120	134	133	134
121	135	135	136
122	150	135	137
123	137	136	138
138	152	137	139
125	153	138	139
126	154	140	140
127	141	141	141
142	142	142	143
129	157	142	143
144	158	144	145
145	145	144	145
132	160	146	146
133	161	147	147
148	148	148	149
149	149	148	150
136	150	149	150
151	165	151	152
138	152	151	153
139	167	152	153
140	168	154	154
155	169	155	155
156	170	156	156
143	171	157	158
144	158	157	158
159	159	159	160
146	174	159	160
147	175	161	161
162	176	162	163
163	163	162	163
164	178	164	165
151	165	164	166
166	180	165	167
153	181	166	167
154	182	168	169
155	169	168	169
156	170	170	171
157	171	170	172
172	172	171	173
173	173	172	174
160	188	173	174
161	189	175	176
162	176	175	177
177	191	176	177
164	192	178	179
179	179	178	179
166	194	180	181
167	181	180	181
168	182	182	182
183	183	183	184
184	184	183	185
185	185	184	186
186	186	185	187
187	187	186	188
174	188	187	188
175	189	189	190
190	190	189	190
177	191	191	192
178	192	191	193
193	193	192	194
180	194	193	195
195	195	194	195
