0	30	0	1
1	31	0	1
2	32	2	3
3	33	2	3
4	34	4	5
5	35	4	6
6	6	5	7
7	37	6	7
8	38	8	9
9	9	8	10
10	10	9	11
11	41	10	11
12	42	12	13
13	13	12	14
14	14	13	15
15	45	14	15
16	46	16	17
17	17	16	18
18	48	17	18
19	49	19	20
20	20	19	21
21	21	20	22
22	52	21	23
23	23	22	23
24	54	24	25
25	55	24	26
26	26	25	26
27	57	27	28
28	58	27	29
29	29	28	29
0	60	30	30
1	31	31	32
2	32	31	32
3	33	33	34
4	34	33	34
5	65	35	35
36	36	36	37
7	67	36	37
8	68	38	38
39	69	39	40
40	40	39	40
11	41	41	42
12	42	41	42
43	73	43	44
44	44	43	44
15	75	45	45
16	46	46	47
47	77	46	47
18	78	48	48
19	79	49	49
50	80	50	51
51	81	50	51
22	52	52	53
53	53	52	54
24	54	53	54
25	55	55	56
56	86	55	56
27	87	57	57
28	58	58	59
59	89	58	59
30	60	60	61
61	91	60	61
62	92	62	63
63	63	62	64
64	94	63	64
35	95	65	66
66	96	65	66
37	97	67	68
38	68	67	68
39	69	69	70
70	70	69	71
71	101	70	72
72	72	71	73
43	103	72	73
74	104	74	75
45	75	74	75
76	76	76	77
47	77	76	77
48	108	78	78
49	109	79	79
50	80	80	80
51	81	81	82
82	112	81	83
83	113	82	84
84	84	83	85
85	85	84	85
56	86	86	87
57	87	86	87
88	118	88	89
59	119	88	89
90	120	90	91
61	91	90	91
62	122	92	92
93	123	93	94
64	94	93	94
65	125	95	95
66	126	96	96
67	97	97	97
98	128	98	99
99	99	98	100
100	130	99	100
71	101	101	102
102	102	101	102
73	133	103	103
74	104	104	105
105	105	104	106
106	136	105	106
107	137	107	108
78	108	107	108
79	109	109	110
110	110	109	111
111	111	110	112
82	112	111	112
83	143	113	113
114	144	114	115
115	115	114	116
116	116	115	117
117	117	116	118
88	118	117	118
89	149	119	119
90	120	120	120
121	151	121	122
92	122	121	122
93	123	123	124
124	154	123	124
95	125	125	125
96	156	126	126
127	157	127	128
98	128	127	128
129	159	129	129
100	160	130	130
131	161	131	132
132	132	131	133
103	163	132	133
134	164	134	135
135	135	134	136
106	136	135	136
107	137	137	138
138	138	137	139
139	169	138	140
140	140	139	141
141	141	140	142
142	172	141	142
113	173	143	143
114	174	144	144
145	175	145	146
146	146	145	147
147	147	146	148
148	178	147	148
119	179	149	149
150	180	150	151
121	151	150	151
152	152	152	153
153	153	152	154
124	154	153	155
155	185	154	155
126	156	156	157
127	187	156	158
158	158	157	159
129	159	158	159
130	190	160	160
131	191	161	161
162	162	162	163
133	163	162	163
134	194	164	164
165	195	165	166
166	166	165	167
167	167	166	168
168	198	167	168
139	169	169	170
170	170	169	171
171	171	170	171
142	202	172	172
143	203	173	173
144	204	174	174
145	205	175	175
176	176	176	177
177	207	176	177
148	208	178	178
149	179	179	179
150	210	180	181
181	211	180	181
182	212	182	183
183	183	182	184
184	214	183	184
155	185	185	186
186	216	185	186
157	187	187	187
188	218	188	189
189	219	188	190
160	190	189	190
161	191	191	192
192	222	191	193
193	193	192	194
164	194	193	194
165	195	195	196
196	226	195	196
197	227	197	197
168	228	198	198
199	229	199	200
200	230	199	200
201	231	201	202
172	202	201	202
173	233	203	203
174	234	204	204
175	205	205	206
206	206	205	207
177	237	206	207
178	208	208	209
209	239	208	209
180	240	210	210
181	241	211	211
182	242	212	213
213	213	212	213
184	244	214	214
215	215	215	216
186	216	215	217
217	217	216	218
188	218	217	218
189	249	219	219
220	250	220	221
221	251	220	221
192	222	222	223
223	223	222	224
224	224	223	225
225	255	224	225
196	256	226	226
197	257	227	228
198	228	227	228
199	259	229	229
200	260	230	230
201	231	231	232
232	232	231	233
203	233	232	233
204	264	234	235
235	235	234	236
236	236	235	236
207	237	237	238
238	268	237	238
209	269	239	239
210	270	240	240
